0.0,1438548311.36,-100.0,-100.0,0.0,1438548311.83,-100.0,-100.0,0.0,1438548312.29,-100.0,-100.0,0.0,1438548312.76,-100.0,-100.0,0.0,1438548313.27,-100.0,-100.0,0.0,1438548313.76,-100.0,-100.0,0.0,1438548314.27,-100.0,-100.0,0.0,1438548314.77,-100.0,-100.0,
0.0,1438548311.85,-100.0,-100.0,0.0,1438548312.36,-100.0,-100.0,0.0,1438548312.8,-100.0,-100.0,0.0,1438548313.24,-100.0,-100.0,0.0,1438548313.69,-100.0,-100.0,0.0,1438548314.13,-100.0,-100.0,0.0,1438548314.58,-100.0,-100.0,0.0,1438548315.01,-100.0,-100.0,
1.0,1438548320.11,-100.0,-100.0,1.0,1438548320.13,-100.0,-100.0,1.0,1438548320.15,-100.0,-100.0,1.0,1438548320.17,-100.0,-100.0,1.0,1438548320.2,-100.0,-100.0,1.0,1438548320.22,-100.0,-100.0,1.0,1438548320.24,-100.0,-100.0,1.0,1438548320.27,-100.0,-100.0,
1.0,1438548320.71,-100.0,-100.0,1.0,1438548320.74,-100.0,-100.0,1.0,1438548320.77,-100.0,-100.0,1.0,1438548320.8,-100.0,-100.0,1.0,1438548320.84,-100.0,-100.0,1.0,1438548320.87,-100.0,-100.0,1.0,1438548320.9,-100.0,-100.0,1.0,1438548320.93,-100.0,-100.0,
2.0,1438548324.19,-100.0,-100.0,2.0,1438548324.21,-100.0,-100.0,2.0,1438548324.24,-100.0,-100.0,2.0,1438548324.26,-100.0,-100.0,2.0,1438548324.29,-100.0,-100.0,2.0,1438548324.32,-100.0,-100.0,2.0,1438548324.34,-100.0,-100.0,2.0,1438548324.36,-100.0,-100.0,
2.0,1438548326.01,-100.0,-100.0,2.0,1438548326.04,-100.0,-100.0,2.0,1438548326.07,-100.0,-100.0,2.0,1438548326.1,-100.0,-100.0,2.0,1438548326.14,-100.0,-100.0,2.0,1438548326.17,-100.0,-100.0,2.0,1438548326.21,-100.0,-100.0,2.0,1438548326.24,-100.0,-100.0,
3.0,1438548329.13,-100.0,-100.0,3.0,1438548329.16,-100.0,-100.0,3.0,1438548329.18,-100.0,-100.0,3.0,1438548329.21,-100.0,-100.0,3.0,1438548329.24,-100.0,-100.0,3.0,1438548329.26,-100.0,-100.0,3.0,1438548329.29,-100.0,-100.0,3.0,1438548329.31,-100.0,-100.0,
3.0,1438548331.92,-100.0,-100.0,3.0,1438548331.95,-100.0,-100.0,3.0,1438548331.99,-100.0,-100.0,3.0,1438548332.02,-100.0,-100.0,3.0,1438548332.05,-100.0,-100.0,3.0,1438548332.09,-100.0,-100.0,3.0,1438548332.12,-100.0,-100.0,3.0,1438548332.16,-100.0,-100.0,
4.0,1438548333.27,-100.0,-100.0,4.0,1438548333.3,-100.0,-100.0,4.0,1438548333.32,-100.0,-100.0,4.0,1438548333.35,-100.0,-100.0,4.0,1438548333.38,-100.0,-100.0,4.0,1438548333.4,-100.0,-100.0,4.0,1438548333.43,-100.0,-100.0,4.0,1438548333.45,-100.0,-100.0,
4.0,1438548337.55,-100.0,-100.0,4.0,1438548337.57,-100.0,-100.0,4.0,1438548337.59,-100.0,-100.0,4.0,1438548337.62,-100.0,-100.0,4.0,1438548337.64,-100.0,-100.0,4.0,1438548337.67,-100.0,-100.0,4.0,1438548337.69,-100.0,-100.0,4.0,1438548337.71,-100.0,-100.0,
5.0,1438548337.97,-100.0,-100.0,5.0,1438548338.0,-100.0,-100.0,5.0,1438548338.03,-100.0,-100.0,5.0,1438548338.07,-100.0,-100.0,5.0,1438548338.1,-100.0,-100.0,5.0,1438548338.13,-100.0,-100.0,5.0,1438548338.16,-100.0,-100.0,5.0,1438548338.19,-100.0,-100.0,
6.0,1438548343.37,-100.0,-100.0,6.0,1438548343.39,-100.0,-100.0,6.0,1438548343.42,-100.0,-100.0,6.0,1438548343.45,-100.0,-100.0,6.0,1438548343.47,-100.0,-100.0,6.0,1438548343.5,-100.0,-100.0,6.0,1438548343.53,-100.0,-100.0,6.0,1438548343.55,-100.0,-100.0,
5.0,1438548343.21,-100.0,-100.0,5.0,1438548343.23,-100.0,-100.0,5.0,1438548343.25,-100.0,-100.0,5.0,1438548343.28,-100.0,-100.0,5.0,1438548343.3,-100.0,-100.0,5.0,1438548343.33,-100.0,-100.0,5.0,1438548343.35,-100.0,-100.0,5.0,1438548343.39,-100.0,-100.0,
7.0,1438548348.57,-100.0,-100.0,7.0,1438548348.6,-100.0,-100.0,7.0,1438548348.62,-100.0,-100.0,7.0,1438548348.64,-100.0,-100.0,7.0,1438548348.67,-100.0,-100.0,7.0,1438548348.69,-100.0,-100.0,7.0,1438548348.72,-100.0,-100.0,7.0,1438548348.74,-100.0,-100.0,
6.0,1438548349.59,-100.0,-100.0,6.0,1438548349.62,-100.0,-100.0,6.0,1438548349.65,-100.0,-100.0,6.0,1438548349.69,-100.0,-100.0,6.0,1438548349.72,-100.0,-100.0,6.0,1438548349.75,-100.0,-100.0,6.0,1438548349.78,-100.0,-100.0,6.0,1438548349.81,-100.0,-100.0,
